Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,SRMC,Design_Load_Factor,EBIT,Num_Owned_Sites
0,site_GUJARAT_30062,0,2024,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,,1540.71,1.0,,0
1,site_GUJARAT_30062,1,2025,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,70100.0,1540.71,1.0,10038643.413515404,0
1,site_CHHATTISGARH_30090,1,2025,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,,1495.71,1.0,,0
2,site_GUJARAT_30062,2,2026,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,76000.0,1540.71,1.0,12877752.550521135,0
2,site_CHHATTISGARH_30090,2,2026,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,,1495.71,1.0,-125000000.0,0
3,site_GUJARAT_30062,3,2027,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,83200.0,1540.71,1.0,16590665.020409763,0
3,site_CHHATTISGARH_30090,3,2027,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,,1495.71,1.0,-125000000.0,0
4,site_GUJARAT_30062,4,2028,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,91100.0,1540.71,1.0,20917066.894799322,0
4,site_CHHATTISGARH_30090,4,2028,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,,1495.71,1.0,-125000000.0,0
4,site_CHHATTISGARH_30252,4,2028,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,,1495.71,1.0,,0
5,site_GUJARAT_30062,5,2029,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,2083.4142434986716,1540.71,1.0,-26613511.402722616,0
5,site_CHHATTISGARH_30090,5,2029,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,97716.58575650133,1495.71,1.0,28826392.7981679,0
5,site_CHHATTISGARH_30252,5,2029,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,,1495.71,1.0,-125000000.0,0
6,site_GUJARAT_30062,6,2030,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,13347.612128416164,1540.71,1.0,-20498985.367267296,0
6,site_CHHATTISGARH_30090,6,2030,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,95452.38787158384,1495.71,1.0,28158454.42211722,0
6,site_CHHATTISGARH_30252,6,2030,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,,1495.71,1.0,-125000000.0,0
7,site_GUJARAT_30062,7,2031,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,22685.041003485254,1540.71,1.0,-15205846.599308707,0
7,site_CHHATTISGARH_30090,7,2031,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,95314.95899651475,1495.71,1.0,28117912.903971836,0
7,site_CHHATTISGARH_30252,7,2031,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,,1495.71,1.0,-125000000.0,0
8,site_GUJARAT_30062,8,2032,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27187077.70927422,0
8,site_CHHATTISGARH_30090,8,2032,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,64554.174451990046,1495.71,1.0,6695048.983035058,0
8,site_CHHATTISGARH_30252,8,2032,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,62945.82554800995,1495.71,1.0,6528243.740998149,0
9,site_GUJARAT_30062,9,2033,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27552799.316423737,0
9,site_CHHATTISGARH_30090,9,2033,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,67682.06463329871,1495.71,1.0,9095709.994256794,0
9,site_CHHATTISGARH_30252,9,2033,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,69417.93536670129,1495.71,1.0,9328991.541799605,0
10,site_GUJARAT_30062,10,2034,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27953890.47137158,0
10,site_CHHATTISGARH_30090,10,2034,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,74067.23498749083,1495.71,1.0,12158908.119537935,0
10,site_CHHATTISGARH_30252,10,2034,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,73332.76501250917,1495.71,1.0,12038337.222786233,0
10,site_HARYANA_30676,10,2034,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,,1495.71,1.0,,0
11,site_GUJARAT_30062,11,2035,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27721145.1983394,0
11,site_CHHATTISGARH_30090,11,2035,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,78997.56248341122,1495.71,1.0,15153404.288777277,0
11,site_CHHATTISGARH_30252,11,2035,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,79702.43751658876,1495.71,1.0,15288614.237224072,0
11,site_HARYANA_30676,11,2035,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,,1495.71,1.0,-125000000.0,0
12,site_GUJARAT_30062,12,2036,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27765977.793938354,0
12,site_CHHATTISGARH_30090,12,2036,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,85321.24197446906,1495.71,1.0,18560283.608169273,0
12,site_CHHATTISGARH_30252,12,2036,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,87578.75802553093,1495.71,1.0,19051370.43705347,0
12,site_HARYANA_30676,12,2036,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,,1495.71,1.0,-125000000.0,0
13,site_GUJARAT_30062,13,2037,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27514112.685040377,0
13,site_CHHATTISGARH_30090,13,2037,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,94859.53168521075,1495.71,1.0,22931984.48269461,0
13,site_CHHATTISGARH_30252,13,2037,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,93940.46831478925,1495.71,1.0,22709803.890247047,0
13,site_HARYANA_30676,13,2037,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,,1495.71,1.0,-125000000.0,0
14,site_GUJARAT_30062,14,2038,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27609546.949154183,0
14,site_CHHATTISGARH_30090,14,2038,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,68992.59123638536,1495.71,1.0,9114438.205096468,0
14,site_CHHATTISGARH_30252,14,2038,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,68069.64088729836,1495.71,1.0,8992509.549100593,0
14,site_HARYANA_30676,14,2038,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,69137.7678763163,1495.71,1.0,9133617.126916364,0
14,site_CHHATTISGARH_31044,14,2038,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,,1495.71,1.0,,0
15,site_GUJARAT_30062,15,2039,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27248708.172800668,0
15,site_CHHATTISGARH_30090,15,2039,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,75139.9493270558,1495.71,1.0,12759917.625562593,0
15,site_CHHATTISGARH_30252,15,2039,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,74868.85460878062,1495.71,1.0,12713881.578095213,0
15,site_HARYANA_30676,15,2039,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,75091.19606416361,1495.71,1.0,12751638.57262133,0
15,site_CHHATTISGARH_31044,15,2039,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,,1495.71,1.0,-125000000.0,0
15,site_CHHATTISGARH_31152,15,2039,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,,1495.71,1.0,,0
16,site_GUJARAT_30062,16,2040,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27472093.9816266,0
16,site_CHHATTISGARH_30090,16,2040,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,81130.15552803972,1495.71,1.0,16055324.984955236,0
16,site_CHHATTISGARH_30252,16,2040,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,82734.72392831065,1495.71,1.0,16372862.489465952,0
16,site_HARYANA_30676,16,2040,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,81735.12054364967,1495.71,1.0,16175045.079991788,0
16,site_CHHATTISGARH_31044,16,2040,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,,1495.71,1.0,-125000000.0,0
16,site_CHHATTISGARH_31152,16,2040,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,,1495.71,1.0,-125000000.0,0
17,site_GUJARAT_30062,17,2041,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27342581.13486258,0
17,site_CHHATTISGARH_30090,17,2041,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,89044.11607273157,1495.71,1.0,20040526.886082992,0
17,site_CHHATTISGARH_30252,17,2041,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,89231.5300505357,1495.71,1.0,20082706.81920673,0
17,site_HARYANA_30676,17,2041,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,89224.35387673271,1495.71,1.0,20081091.728728205,0
17,site_CHHATTISGARH_31044,17,2041,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,,1495.71,1.0,-125000000.0,0
17,site_CHHATTISGARH_31152,17,2041,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,,1495.71,1.0,-125000000.0,0
18,site_GUJARAT_30062,18,2042,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27812319.27154209,0
18,site_CHHATTISGARH_30090,18,2042,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,73056.17784384577,1495.71,1.0,11320394.082523435,0
18,site_CHHATTISGARH_30252,18,2042,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,71951.8904186502,1495.71,1.0,11149279.61688155,0
18,site_HARYANA_30676,18,2042,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,72297.94236966978,1495.71,1.0,11202901.97400704,0
18,site_CHHATTISGARH_31044,18,2042,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,72993.98936783422,1495.71,1.0,11310757.689317271,0
18,site_CHHATTISGARH_31152,18,2042,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,,1495.71,1.0,-125000000.0,0
19,site_GUJARAT_30062,19,2043,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27819884.734543283,0
19,site_CHHATTISGARH_30090,19,2043,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,62861.502573077494,1495.71,1.0,6396710.068201959,0
19,site_CHHATTISGARH_30252,19,2043,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,63363.24268741008,1495.71,1.0,6447766.532167971,0
19,site_HARYANA_30676,19,2043,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,63015.806606860024,1495.71,1.0,6412411.859060556,0
19,site_CHHATTISGARH_31044,19,2043,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,62802.38228723098,1495.71,1.0,6390694.059798881,0
19,site_CHHATTISGARH_31152,19,2043,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,62757.06584542143,1495.71,1.0,6386082.71378085,0
20,site_GUJARAT_30062,20,2044,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27895815.928366706,0
20,site_CHHATTISGARH_30090,20,2044,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,67714.65421233511,1495.71,1.0,9016517.906148389,0
20,site_CHHATTISGARH_30252,20,2044,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,68948.61161815704,1495.71,1.0,9180825.014771149,0
20,site_HARYANA_30676,20,2044,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,67727.65538286223,1495.71,1.0,9018249.071849838,0
20,site_CHHATTISGARH_31044,20,2044,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,69044.54488496514,1495.71,1.0,9193598.970837682,0
20,site_CHHATTISGARH_31152,20,2044,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,67764.5339016805,1495.71,1.0,9023159.61638625,0
21,site_GUJARAT_30062,21,2045,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27554382.73608281,0
21,site_CHHATTISGARH_30090,21,2045,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,72648.55863259766,1495.71,1.0,11765920.090913832,0
21,site_CHHATTISGARH_30252,21,2045,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,73929.79938520849,1495.71,1.0,11973425.602326378,0
21,site_HARYANA_30676,21,2045,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,73687.87126805585,1495.71,1.0,11934243.725249395,0
21,site_CHHATTISGARH_31044,21,2045,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,74702.79068631801,1495.71,1.0,12098616.714868903,0
21,site_CHHATTISGARH_31152,21,2045,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,74430.98002781998,1495.71,1.0,12054595.160306215,0
22,site_GUJARAT_30062,22,2046,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27756744.85028961,0
22,site_CHHATTISGARH_30090,22,2046,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,79195.29025957362,1495.71,1.0,15143074.544195488,0
22,site_CHHATTISGARH_30252,22,2046,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,79513.5915262157,1495.71,1.0,15203937.504511386,0
22,site_HARYANA_30676,22,2046,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,80868.8013553887,1495.71,1.0,15463069.624602467,0
22,site_CHHATTISGARH_31044,22,2046,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,80710.71318691064,1495.71,1.0,15432841.300266877,0
22,site_CHHATTISGARH_31152,22,2046,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,79211.60367191132,1495.71,1.0,15146193.86124441,0
22,site_HARYANA_32026,22,2046,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,,1495.71,1.0,,0
23,site_GUJARAT_30062,23,2047,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27254712.208284844,0
23,site_CHHATTISGARH_30090,23,2047,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,87211.44460821188,1495.71,1.0,18763619.119265378,0
23,site_CHHATTISGARH_30252,23,2047,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,84752.23955503051,1495.71,1.0,18234518.98611927,0
23,site_HARYANA_30676,23,2047,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,85956.75154734317,1495.71,1.0,18493670.802143827,0
23,site_CHHATTISGARH_31044,23,2047,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,87065.1335926518,1495.71,1.0,18732140.17540364,0
23,site_CHHATTISGARH_31152,23,2047,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,86214.43069676265,1495.71,1.0,18549110.698093325,0
23,site_HARYANA_32026,23,2047,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,,1495.71,1.0,-125000000.0,0
24,site_GUJARAT_30062,24,2048,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27565911.379448295,0
24,site_CHHATTISGARH_30090,24,2048,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,93728.32998833954,1495.71,1.0,22273511.62961474,0
24,site_CHHATTISGARH_30252,24,2048,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,92638.83975802756,1495.71,1.0,22014606.202427194,0
24,site_HARYANA_30676,24,2048,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,93032.31383745355,1495.71,1.0,22108111.01026,0
24,site_CHHATTISGARH_31044,24,2048,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,91865.47500659041,1495.71,1.0,21830824.534843773,0
24,site_CHHATTISGARH_31152,24,2048,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,93735.04140958891,1495.71,1.0,22275106.52540846,0
24,site_HARYANA_32026,24,2048,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,,1495.71,1.0,-125000000.0,0
24,site_ODISHA_32323,24,2048,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,,1495.71,1.0,,0
25,site_GUJARAT_30062,25,2049,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,16946.943731066538,1540.71,1.0,-18714516.958671786,0
25,site_CHHATTISGARH_30090,25,2049,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,96557.89481193511,1495.71,1.0,28484578.969520852,0
25,site_CHHATTISGARH_30252,25,2049,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,96656.17870348581,1495.71,1.0,28513572.717528313,0
25,site_HARYANA_30676,25,2049,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,97828.36395358048,1495.71,1.0,28859367.366306245,0
25,site_CHHATTISGARH_31044,25,2049,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,97083.17615516802,1495.71,1.0,28639536.965774566,0
25,site_CHHATTISGARH_31152,25,2049,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,95627.44264476406,1495.71,1.0,28210095.580205396,0
25,site_HARYANA_32026,25,2049,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,,1495.71,1.0,-125000000.0,0
25,site_ODISHA_32323,25,2049,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,,1495.71,1.0,-125000000.0,0
25,site_ODISHA_32485,25,2049,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,,1495.71,1.0,,0
26,site_GUJARAT_30062,26,2050,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27560993.623157617,0
26,site_CHHATTISGARH_30090,26,2050,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,88401.40610404864,1495.71,1.0,20168123.223781228,0
26,site_CHHATTISGARH_30252,26,2050,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,90754.57923811467,1495.71,1.0,20704982.170106992,0
26,site_HARYANA_30676,26,2050,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,89770.3802998514,1495.71,1.0,20480444.503361642,0
26,site_CHHATTISGARH_31044,26,2050,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,89082.18314890767,1495.71,1.0,20323437.44256726,0
26,site_CHHATTISGARH_31152,26,2050,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,90421.50967515372,1495.71,1.0,20628994.82687421,0
26,site_HARYANA_32026,26,2050,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,89869.94153392386,1495.71,1.0,20503158.658323422,0
26,site_ODISHA_32323,26,2050,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,,1495.71,1.0,-125000000.0,0
26,site_ODISHA_32485,26,2050,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,,1495.71,1.0,-125000000.0,0
26,site_CHHATTISGARH_32664,26,2050,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,,1495.71,1.0,,0
27,site_GUJARAT_30062,27,2051,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,1802.3965070075358,1540.71,1.0,-26684467.55533791,0
27,site_CHHATTISGARH_30090,27,2051,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,95599.11260515223,1495.71,1.0,28201738.21851991,0
27,site_CHHATTISGARH_30252,27,2051,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,95134.12072911541,1495.71,1.0,28064565.61508903,0
27,site_HARYANA_30676,27,2051,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,95956.4276604969,1495.71,1.0,28307146.159846574,0
27,site_CHHATTISGARH_31044,27,2051,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,95724.03281341754,1495.71,1.0,28238589.679958165,0
27,site_CHHATTISGARH_31152,27,2051,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,96888.87872895977,1495.71,1.0,28582219.225043118,0
27,site_HARYANA_32026,27,2051,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,96795.03095585055,1495.71,1.0,28554534.13197592,0
27,site_ODISHA_32323,27,2051,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,,1495.71,1.0,-125000000.0,0
27,site_ODISHA_32485,27,2051,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,,1495.71,1.0,-125000000.0,0
27,site_CHHATTISGARH_32664,27,2051,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,,1495.71,1.0,-125000000.0,0
28,site_GUJARAT_30062,28,2052,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27541980.345853835,0
28,site_CHHATTISGARH_30090,28,2052,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,88360.89841492224,1495.71,1.0,19654250.33413443,0
28,site_CHHATTISGARH_30252,28,2052,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,87454.29948148459,1495.71,1.0,19452594.141066194,0
28,site_HARYANA_30676,28,2052,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,87626.00170725564,1495.71,1.0,19490786.13083507,0
28,site_CHHATTISGARH_31044,28,2052,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,88644.62340376683,1495.71,1.0,19717359.71913202,0
28,site_CHHATTISGARH_31152,28,2052,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,89048.0459077621,1495.71,1.0,19807093.606249318,0
28,site_HARYANA_32026,28,2052,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,88118.33824395404,1495.71,1.0,19600297.302795693,0
28,site_ODISHA_32323,28,2052,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,86947.7928408544,1495.71,1.0,19339931.091126382,0
28,site_ODISHA_32485,28,2052,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,,1495.71,1.0,-125000000.0,0
28,site_CHHATTISGARH_32664,28,2052,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,,1495.71,1.0,-125000000.0,0
29,site_GUJARAT_30062,29,2053,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27346719.487919096,0
29,site_CHHATTISGARH_30090,29,2053,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,82004.86330155643,1495.71,1.0,16139232.061187938,0
29,site_CHHATTISGARH_30252,29,2053,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,82569.86624828236,1495.71,1.0,16250429.29151477,0
29,site_HARYANA_30676,29,2053,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,82547.87622336535,1495.71,1.0,16246101.473616198,0
29,site_CHHATTISGARH_31044,29,2053,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,82061.82724668854,1495.71,1.0,16150443.034447238,0
29,site_CHHATTISGARH_31152,29,2053,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,81984.88397725871,1495.71,1.0,16135299.965720847,0
29,site_HARYANA_32026,29,2053,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,81076.48055719126,1495.71,1.0,15956518.69578892,0
29,site_ODISHA_32323,29,2053,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,81682.9580966259,1495.71,1.0,16075878.467328832,0
29,site_ODISHA_32485,29,2053,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,82071.24434903145,1495.71,1.0,16152296.397698358,0
29,site_CHHATTISGARH_32664,29,2053,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,,1495.71,1.0,-125000000.0,0
29,site_ODISHA_33259,29,2053,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,,1495.71,1.0,,0
30,site_GUJARAT_30062,30,2054,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27289057.54244885,0
30,site_CHHATTISGARH_30090,30,2054,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,77305.35374581463,1495.71,1.0,13983574.429294005,0
30,site_CHHATTISGARH_30252,30,2054,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,77103.95506958147,1495.71,1.0,13947143.92037575,0
30,site_HARYANA_30676,30,2054,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,78037.13934424157,1495.71,1.0,14115945.318062395,0
30,site_CHHATTISGARH_31044,30,2054,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,77141.01367950175,1495.71,1.0,13953847.360758021,0
30,site_CHHATTISGARH_31152,30,2054,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,77260.1135363002,1495.71,1.0,13975391.03957665,0
30,site_HARYANA_32026,30,2054,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,76750.71997413944,1495.71,1.0,13883248.096751481,0
30,site_ODISHA_32323,30,2054,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,77699.01160861754,1495.71,1.0,14054782.227427647,0
30,site_ODISHA_32485,30,2054,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,77978.13366340885,1495.71,1.0,14105271.926250637,0
30,site_CHHATTISGARH_32664,30,2054,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,78124.55937839457,1495.71,1.0,14131758.512038708,0
30,site_ODISHA_33259,30,2054,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,,1495.71,1.0,-125000000.0,0
30,site_PUNJAB_33465,30,2054,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,,1495.71,1.0,,0
31,site_GUJARAT_30062,31,2055,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27889432.438865226,0
