Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,SRMC,Design_Load_Factor,EBIT,Num_Owned_Sites,State_Spot_Price
0,site_WEST_BENGAL_001,0,2024,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,,1540.71,1.0,,0,1540.71
1,site_WEST_BENGAL_001,1,2025,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27464193.33784246,0,1540.71
2,site_WEST_BENGAL_001,2,2026,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27840557.882656906,0,1540.71
3,site_WEST_BENGAL_001,3,2027,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27642792.69104859,0,1540.71
3,site_CHHATTISGARH_101,3,2027,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,,1495.71,1.0,,0,468.0
4,site_WEST_BENGAL_001,4,2028,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27329252.3308358,0,1540.71
4,site_CHHATTISGARH_101,4,2028,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,,1495.71,1.0,-125000000.0,0,468.0
5,site_WEST_BENGAL_001,5,2029,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27829844.561393227,0,1540.71
5,site_CHHATTISGARH_101,5,2029,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,,1495.71,1.0,-125000000.0,0,468.0
6,site_WEST_BENGAL_001,6,2030,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27303568.246264514,0,1540.71
6,site_CHHATTISGARH_101,6,2030,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,,1495.71,1.0,-125000000.0,0,468.0
7,site_WEST_BENGAL_001,7,2031,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27906527.925499704,0,1540.71
7,site_CHHATTISGARH_101,7,2031,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27956887.446722403,0,468.0
8,site_WEST_BENGAL_001,8,2032,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27147952.67072352,0,1540.71
8,site_CHHATTISGARH_101,8,2032,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27854995.317804627,0,468.0
9,site_WEST_BENGAL_001,9,2033,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27776556.28022689,0,1540.71
9,site_CHHATTISGARH_101,9,2033,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27814263.795409855,0,468.0
9,site_PUNJAB_416,9,2033,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,,1495.71,1.0,,0,468.0
10,site_WEST_BENGAL_001,10,2034,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27238874.49035104,0,1540.71
10,site_CHHATTISGARH_101,10,2034,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27222980.088585146,0,468.0
10,site_PUNJAB_416,10,2034,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,,1495.71,1.0,-125000000.0,0,468.0
11,site_WEST_BENGAL_001,11,2035,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27789339.30575964,0,1540.71
11,site_CHHATTISGARH_101,11,2035,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27657214.07825098,0,468.0
11,site_PUNJAB_416,11,2035,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,,1495.71,1.0,-125000000.0,0,468.0
12,site_WEST_BENGAL_001,12,2036,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27173925.632063422,0,1540.71
12,site_CHHATTISGARH_101,12,2036,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27522969.893683564,0,468.0
12,site_PUNJAB_416,12,2036,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,,1495.71,1.0,-125000000.0,0,468.0
13,site_WEST_BENGAL_001,13,2037,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27522934.152014244,0,1540.71
13,site_CHHATTISGARH_101,13,2037,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27576254.194741715,0,468.0
13,site_PUNJAB_416,13,2037,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27517148.35909474,0,468.0
14,site_WEST_BENGAL_001,14,2038,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27170535.78930296,0,1540.71
14,site_CHHATTISGARH_101,14,2038,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27885256.382184267,0,468.0
14,site_PUNJAB_416,14,2038,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27332601.30237895,0,468.0
15,site_WEST_BENGAL_001,15,2039,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27565322.79585559,0,1540.71
15,site_CHHATTISGARH_101,15,2039,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27274292.22723813,0,468.0
15,site_PUNJAB_416,15,2039,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27671956.066387296,0,468.0
16,site_WEST_BENGAL_001,16,2040,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27557966.847124618,0,1540.71
16,site_CHHATTISGARH_101,16,2040,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27559423.174880207,0,468.0
16,site_PUNJAB_416,16,2040,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27968567.02122697,0,468.0
16,site_PUNJAB_920,16,2040,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,,1495.71,1.0,,0,468.0
17,site_WEST_BENGAL_001,17,2041,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27573797.124872055,0,1540.71
17,site_CHHATTISGARH_101,17,2041,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27735345.381717652,0,468.0
17,site_PUNJAB_416,17,2041,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27253149.57474503,0,468.0
17,site_PUNJAB_920,17,2041,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,,1495.71,1.0,-125000000.0,0,468.0
18,site_WEST_BENGAL_001,18,2042,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27743000.673034374,0,1540.71
18,site_CHHATTISGARH_101,18,2042,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27517705.786864474,0,468.0
18,site_PUNJAB_416,18,2042,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27833815.53874371,0,468.0
18,site_PUNJAB_920,18,2042,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,,1495.71,1.0,-125000000.0,0,468.0
18,site_PUNJAB_1100,18,2042,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,,1495.71,1.0,,0,468.0
19,site_WEST_BENGAL_001,19,2043,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27828413.444717932,0,1540.71
19,site_CHHATTISGARH_101,19,2043,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27561060.175250895,0,468.0
19,site_PUNJAB_416,19,2043,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27369201.3367915,0,468.0
19,site_PUNJAB_920,19,2043,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,,1495.71,1.0,-125000000.0,0,468.0
19,site_PUNJAB_1100,19,2043,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,,1495.71,1.0,-125000000.0,0,468.0
20,site_WEST_BENGAL_001,20,2044,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27334871.14451255,0,1540.71
20,site_CHHATTISGARH_101,20,2044,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27792895.52949537,0,468.0
20,site_PUNJAB_416,20,2044,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27813392.788459864,0,468.0
20,site_PUNJAB_920,20,2044,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27417450.04546012,0,468.0
20,site_PUNJAB_1100,20,2044,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,,1495.71,1.0,-125000000.0,0,468.0
21,site_WEST_BENGAL_001,21,2045,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27340984.986738686,0,1540.71
21,site_CHHATTISGARH_101,21,2045,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27508556.0264012,0,468.0
21,site_PUNJAB_416,21,2045,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27791540.374504726,0,468.0
21,site_PUNJAB_920,21,2045,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27228826.58957803,0,468.0
21,site_PUNJAB_1100,21,2045,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,,1495.71,1.0,-125000000.0,0,468.0
21,site_CHHATTISGARH_1433,21,2045,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,,1495.71,1.0,,0,468.0
22,site_WEST_BENGAL_001,22,2046,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27661387.273131263,0,1540.71
22,site_CHHATTISGARH_101,22,2046,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27766234.187291715,0,468.0
22,site_PUNJAB_416,22,2046,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27390061.369860075,0,468.0
22,site_PUNJAB_920,22,2046,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27534106.357649926,0,468.0
22,site_PUNJAB_1100,22,2046,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27290664.83317981,0,468.0
22,site_CHHATTISGARH_1433,22,2046,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,,1495.71,1.0,-125000000.0,0,468.0
23,site_WEST_BENGAL_001,23,2047,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27826223.734175574,0,1540.71
23,site_CHHATTISGARH_101,23,2047,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27357001.95508244,0,468.0
23,site_PUNJAB_416,23,2047,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27245848.40905593,0,468.0
23,site_PUNJAB_920,23,2047,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27556976.141154844,0,468.0
23,site_PUNJAB_1100,23,2047,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27424125.686248872,0,468.0
23,site_CHHATTISGARH_1433,23,2047,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,,1495.71,1.0,-125000000.0,0,468.0
24,site_WEST_BENGAL_001,24,2048,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27652609.839615356,0,1540.71
24,site_CHHATTISGARH_101,24,2048,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27553124.421797123,0,468.0
24,site_PUNJAB_416,24,2048,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27599926.4897215,0,468.0
24,site_PUNJAB_920,24,2048,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27843127.804955322,0,468.0
24,site_PUNJAB_1100,24,2048,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27225339.62934993,0,468.0
24,site_CHHATTISGARH_1433,24,2048,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,,1495.71,1.0,-125000000.0,0,468.0
25,site_WEST_BENGAL_001,25,2049,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27324277.28017767,0,1540.71
25,site_CHHATTISGARH_101,25,2049,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27874198.158374224,0,468.0
25,site_PUNJAB_416,25,2049,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27719252.860675547,0,468.0
25,site_PUNJAB_920,25,2049,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27870865.524955638,0,468.0
25,site_PUNJAB_1100,25,2049,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27722996.499932542,0,468.0
25,site_CHHATTISGARH_1433,25,2049,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27155015.98925896,0,468.0
26,site_WEST_BENGAL_001,26,2050,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27687142.032818597,0,1540.71
26,site_CHHATTISGARH_101,26,2050,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27453993.794584073,0,468.0
26,site_PUNJAB_416,26,2050,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27159049.959166486,0,468.0
26,site_PUNJAB_920,26,2050,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27254172.211735833,0,468.0
26,site_PUNJAB_1100,26,2050,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27323076.765101578,0,468.0
26,site_CHHATTISGARH_1433,26,2050,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27442446.012104403,0,468.0
27,site_WEST_BENGAL_001,27,2051,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27499904.694282364,0,1540.71
27,site_CHHATTISGARH_101,27,2051,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,95156.83341900927,1495.71,1.0,61498909.87037149,0,468.0
27,site_PUNJAB_416,27,2051,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27758337.03113424,0,468.0
27,site_PUNJAB_920,27,2051,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27466791.21801537,0,468.0
27,site_PUNJAB_1100,27,2051,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27489788.12517567,0,468.0
27,site_CHHATTISGARH_1433,27,2051,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27201788.306014415,0,468.0
28,site_WEST_BENGAL_001,28,2052,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27685076.885912634,0,1540.71
28,site_CHHATTISGARH_101,28,2052,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,95111.73169847818,1495.71,1.0,61469761.07940945,0,468.0
28,site_PUNJAB_416,28,2052,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27762020.858599164,0,468.0
28,site_PUNJAB_920,28,2052,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27955218.587634064,0,468.0
28,site_PUNJAB_1100,28,2052,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27186088.707466755,0,468.0
28,site_CHHATTISGARH_1433,28,2052,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27679187.305256218,0,468.0
28,site_CHHATTISGARH_2315,28,2052,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,,1495.71,1.0,,0,468.0
29,site_WEST_BENGAL_001,29,2053,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27588209.670805596,0,1540.71
29,site_CHHATTISGARH_101,29,2053,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96707.96006980856,1495.71,1.0,62501387.513516575,0,468.0
29,site_PUNJAB_416,29,2053,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27909224.77208883,0,468.0
29,site_PUNJAB_920,29,2053,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27356136.312808067,0,468.0
29,site_PUNJAB_1100,29,2053,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27699726.84721286,0,468.0
29,site_CHHATTISGARH_1433,29,2053,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27437090.697514597,0,468.0
29,site_CHHATTISGARH_2315,29,2053,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,,1495.71,1.0,-125000000.0,0,468.0
30,site_WEST_BENGAL_001,30,2054,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27668534.606615677,0,1540.71
30,site_CHHATTISGARH_101,30,2054,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96834.98454474204,1495.71,1.0,62583482.161421314,0,468.0
30,site_PUNJAB_416,30,2054,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,95691.34433295537,1495.71,1.0,61844358.928945735,0,468.0
30,site_PUNJAB_920,30,2054,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27714978.635797687,0,468.0
30,site_PUNJAB_1100,30,2054,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27775580.67868942,0,468.0
30,site_CHHATTISGARH_1433,30,2054,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27498767.921214778,0,468.0
30,site_CHHATTISGARH_2315,30,2054,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,,1495.71,1.0,-125000000.0,0,468.0
31,site_WEST_BENGAL_001,31,2055,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27597919.690612238,0,1540.71
31,site_CHHATTISGARH_101,31,2055,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96980.73266185659,1495.71,1.0,62677677.712031305,0,468.0
31,site_PUNJAB_416,31,2055,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,97189.04697680632,1495.71,1.0,62812309.17064014,0,468.0
31,site_PUNJAB_920,31,2055,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27615716.181803126,0,468.0
31,site_PUNJAB_1100,31,2055,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27844136.37194969,0,468.0
31,site_CHHATTISGARH_1433,31,2055,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27807042.573367383,0,468.0
31,site_CHHATTISGARH_2315,31,2055,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,,1495.71,1.0,-125000000.0,0,468.0
32,site_WEST_BENGAL_001,32,2056,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27230715.818208452,0,1540.71
32,site_CHHATTISGARH_101,32,2056,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,97587.01633589843,1495.71,1.0,63069512.78772779,0,468.0
32,site_PUNJAB_416,32,2056,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96479.40807000022,1495.71,1.0,62353676.64156042,0,468.0
32,site_PUNJAB_920,32,2056,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27662675.4094722,0,468.0
32,site_PUNJAB_1100,32,2056,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27459159.01904292,0,468.0
32,site_CHHATTISGARH_1433,32,2056,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27177036.738904923,0,468.0
32,site_CHHATTISGARH_2315,32,2056,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27308726.902456377,0,468.0
33,site_WEST_BENGAL_001,33,2057,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27315295.519130416,0,1540.71
33,site_CHHATTISGARH_101,33,2057,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96128.05433224255,1495.71,1.0,62126600.23438503,0,468.0
33,site_PUNJAB_416,33,2057,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,97854.34379757548,1495.71,1.0,63242283.852935046,0,468.0
33,site_PUNJAB_920,33,2057,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27637660.75022743,0,468.0
33,site_PUNJAB_1100,33,2057,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27404627.841085028,0,468.0
33,site_CHHATTISGARH_1433,33,2057,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27814916.738072906,0,468.0
33,site_CHHATTISGARH_2315,33,2057,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27363889.436220568,0,468.0
33,site_PUNJAB_2918,33,2057,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,,1495.71,1.0,,0,468.0
33,site_PUNJAB_3026,33,2057,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,,1495.71,1.0,,0,468.0
34,site_WEST_BENGAL_001,34,2058,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27477969.906733174,0,1540.71
34,site_CHHATTISGARH_101,34,2058,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,95373.27878129428,1495.71,1.0,61638796.34356268,0,468.0
34,site_PUNJAB_416,34,2058,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96663.6762101605,1495.71,1.0,62472767.297864616,0,468.0
34,site_PUNJAB_920,34,2058,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27562434.967277452,0,468.0
34,site_PUNJAB_1100,34,2058,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27957040.10192766,0,468.0
34,site_CHHATTISGARH_1433,34,2058,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27270087.10295797,0,468.0
34,site_CHHATTISGARH_2315,34,2058,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27432646.10167573,0,468.0
34,site_PUNJAB_2918,34,2058,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,,1495.71,1.0,-125000000.0,0,468.0
34,site_PUNJAB_3026,34,2058,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,,1495.71,1.0,-125000000.0,0,468.0
34,site_CHHATTISGARH_3071,34,2058,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,,1495.71,1.0,,0,468.0
35,site_WEST_BENGAL_001,35,2059,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27521192.5923371,0,1540.71
35,site_CHHATTISGARH_101,35,2059,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,97519.34809081577,1495.71,1.0,63025779.477613315,0,468.0
35,site_PUNJAB_416,35,2059,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,97538.9748229107,1495.71,1.0,63038464.038298965,0,468.0
35,site_PUNJAB_920,35,2059,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27561539.8699442,0,468.0
35,site_PUNJAB_1100,35,2059,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27552958.45656405,0,468.0
35,site_CHHATTISGARH_1433,35,2059,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27828484.769662283,0,468.0
35,site_CHHATTISGARH_2315,35,2059,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27923516.30704469,0,468.0
35,site_PUNJAB_2918,35,2059,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,,1495.71,1.0,-125000000.0,0,468.0
35,site_PUNJAB_3026,35,2059,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,,1495.71,1.0,-125000000.0,0,468.0
35,site_CHHATTISGARH_3071,35,2059,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,,1495.71,1.0,-125000000.0,0,468.0
36,site_WEST_BENGAL_001,36,2060,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27180768.85787714,0,1540.71
36,site_CHHATTISGARH_101,36,2060,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96916.44097776516,1495.71,1.0,62636126.63951984,0,468.0
