Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,SRMC,Design_Load_Factor,EBIT,Num_Owned_Sites,State_Spot_Price
49,site_ODISHA_3414,49,2073,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27793067.138734024,0,468.0
49,site_HARYANA_3513,49,2073,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27777034.86740476,0,468.0
49,site_HARYANA_3567,49,2073,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27786910.652220752,0,468.0
49,site_HARYANA_4233,49,2073,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27220821.782797705,0,468.0
49,site_PUNJAB_5222,49,2073,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27262644.763395604,0,468.0
49,site_ODISHA_5664,49,2073,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,,1495.71,1.0,-125000000.0,0,468.0
49,site_CHHATTISGARH_6131,49,2073,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,,1495.71,1.0,,0,468.0
50,site_WEST_BENGAL_001,50,2074,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27870224.34662963,0,1540.71
50,site_CHHATTISGARH_101,50,2074,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,97702.94199653732,1495.71,1.0,63144434.38294211,0,468.0
50,site_PUNJAB_416,50,2074,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96182.03835276022,1495.71,1.0,62161489.56700541,0,468.0
50,site_PUNJAB_920,50,2074,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,95452.51862901488,1495.71,1.0,61690008.26474601,0,468.0
50,site_PUNJAB_1100,50,2074,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,97152.82304141525,1495.71,1.0,62788898.00343625,0,468.0
50,site_CHHATTISGARH_1433,50,2074,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,95700.16045309421,1495.71,1.0,61850056.69923025,0,468.0
50,site_CHHATTISGARH_2315,50,2074,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,95069.23734592185,1495.71,1.0,61442297.40429582,0,468.0
50,site_PUNJAB_2918,50,2074,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27550831.4278941,0,468.0
50,site_PUNJAB_3026,50,2074,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27504921.31373035,0,468.0
50,site_CHHATTISGARH_3071,50,2074,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27523098.65883291,0,468.0
50,site_ODISHA_3414,50,2074,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27605005.90938572,0,468.0
50,site_HARYANA_3513,50,2074,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27326623.750592932,0,468.0
50,site_HARYANA_3567,50,2074,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27613812.017274298,0,468.0
50,site_HARYANA_4233,50,2074,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27580148.2400123,0,468.0
50,site_PUNJAB_5222,50,2074,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27385409.115397282,0,468.0
50,site_ODISHA_5664,50,2074,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,,1495.71,1.0,-125000000.0,0,468.0
50,site_CHHATTISGARH_6131,50,2074,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,,1495.71,1.0,-125000000.0,0,468.0
51,site_WEST_BENGAL_001,51,2075,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27189776.294042177,0,1540.71
51,site_CHHATTISGARH_101,51,2075,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27441251.18370359,0,468.0
51,site_PUNJAB_416,51,2075,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27792675.47561523,0,468.0
51,site_PUNJAB_920,51,2075,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27976522.845733646,0,468.0
51,site_PUNJAB_1100,51,2075,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27947144.701615024,0,468.0
51,site_CHHATTISGARH_1433,51,2075,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27382430.818821233,0,468.0
51,site_CHHATTISGARH_2315,51,2075,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27308554.563723113,0,468.0
51,site_PUNJAB_2918,51,2075,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27540597.354864083,0,468.0
51,site_PUNJAB_3026,51,2075,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27945243.75101214,0,468.0
51,site_CHHATTISGARH_3071,51,2075,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27941101.918612394,0,468.0
51,site_ODISHA_3414,51,2075,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27506525.15611289,0,468.0
51,site_HARYANA_3513,51,2075,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27927029.577112373,0,468.0
51,site_HARYANA_3567,51,2075,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27422609.70004282,0,468.0
51,site_HARYANA_4233,51,2075,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27985465.43303057,0,468.0
51,site_PUNJAB_5222,51,2075,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27771824.73732993,0,468.0
51,site_ODISHA_5664,51,2075,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27419088.6923135,0,468.0
51,site_CHHATTISGARH_6131,51,2075,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,,1495.71,1.0,-125000000.0,0,468.0
52,site_WEST_BENGAL_001,52,2076,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27647383.90549468,0,1540.71
52,site_CHHATTISGARH_101,52,2076,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96803.07310219416,1495.71,1.0,62562858.11521706,0,468.0
52,site_PUNJAB_416,52,2076,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,97326.17773334518,1495.71,1.0,62900935.407283664,0,468.0
52,site_PUNJAB_920,52,2076,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97880.84746206229,1495.71,1.0,63259412.90625623,0,468.0
52,site_PUNJAB_1100,52,2076,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,97587.93888005178,1495.71,1.0,63070109.018788666,0,468.0
52,site_CHHATTISGARH_1433,52,2076,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,95159.36123589834,1495.71,1.0,61500543.57314871,0,468.0
52,site_CHHATTISGARH_2315,52,2076,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,96917.84355858374,1495.71,1.0,62637033.113477066,0,468.0
52,site_PUNJAB_2918,52,2076,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27246054.18243414,0,468.0
52,site_PUNJAB_3026,52,2076,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27451505.818712194,0,468.0
52,site_CHHATTISGARH_3071,52,2076,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27305033.677880216,0,468.0
52,site_ODISHA_3414,52,2076,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27477301.264723487,0,468.0
52,site_HARYANA_3513,52,2076,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27235048.16482993,0,468.0
52,site_HARYANA_3567,52,2076,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27691769.91005999,0,468.0
52,site_HARYANA_4233,52,2076,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27242644.783394188,0,468.0
52,site_PUNJAB_5222,52,2076,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27379869.947397638,0,468.0
52,site_ODISHA_5664,52,2076,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27512408.42762719,0,468.0
52,site_CHHATTISGARH_6131,52,2076,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,,1495.71,1.0,-125000000.0,0,468.0
52,site_CHHATTISGARH_6887,52,2076,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,,1495.71,1.0,,0,468.0
53,site_WEST_BENGAL_001,53,2077,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27544656.712459154,0,1540.71
53,site_CHHATTISGARH_101,53,2077,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27502838.955241777,0,468.0
53,site_PUNJAB_416,53,2077,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27291853.509251136,0,468.0
53,site_PUNJAB_920,53,2077,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27754666.23481312,0,468.0
53,site_PUNJAB_1100,53,2077,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27428673.74105553,0,468.0
53,site_CHHATTISGARH_1433,53,2077,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27661828.30351926,0,468.0
53,site_CHHATTISGARH_2315,53,2077,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27692025.29419842,0,468.0
53,site_PUNJAB_2918,53,2077,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27741014.297145564,0,468.0
53,site_PUNJAB_3026,53,2077,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27289980.497951884,0,468.0
53,site_CHHATTISGARH_3071,53,2077,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27515269.274694793,0,468.0
53,site_ODISHA_3414,53,2077,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27146144.974319693,0,468.0
53,site_HARYANA_3513,53,2077,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27741989.498447508,0,468.0
53,site_HARYANA_3567,53,2077,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27697209.11882429,0,468.0
53,site_HARYANA_4233,53,2077,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27557414.749977518,0,468.0
53,site_PUNJAB_5222,53,2077,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27338338.372233007,0,468.0
53,site_ODISHA_5664,53,2077,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27643876.662830263,0,468.0
53,site_CHHATTISGARH_6131,53,2077,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27849627.580458287,0,468.0
53,site_CHHATTISGARH_6887,53,2077,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,,1495.71,1.0,-125000000.0,0,468.0
54,site_WEST_BENGAL_001,54,2078,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27691190.728199266,0,1540.71
54,site_CHHATTISGARH_101,54,2078,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27492729.358181015,0,468.0
54,site_PUNJAB_416,54,2078,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27157450.668798007,0,468.0
54,site_PUNJAB_920,54,2078,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27268205.989433262,0,468.0
54,site_PUNJAB_1100,54,2078,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27735703.3608213,0,468.0
54,site_CHHATTISGARH_1433,54,2078,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27934795.74767673,0,468.0
54,site_CHHATTISGARH_2315,54,2078,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27635976.41260073,0,468.0
54,site_PUNJAB_2918,54,2078,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27516818.16156799,0,468.0
54,site_PUNJAB_3026,54,2078,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27437784.507107288,0,468.0
54,site_CHHATTISGARH_3071,54,2078,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27849120.046823148,0,468.0
54,site_ODISHA_3414,54,2078,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27165260.09949414,0,468.0
54,site_HARYANA_3513,54,2078,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27164651.48230251,0,468.0
54,site_HARYANA_3567,54,2078,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27425277.903009824,0,468.0
54,site_HARYANA_4233,54,2078,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27445759.022258133,0,468.0
54,site_PUNJAB_5222,54,2078,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27887898.405343924,0,468.0
54,site_ODISHA_5664,54,2078,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27437541.014044628,0,468.0
54,site_CHHATTISGARH_6131,54,2078,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27455103.843163017,0,468.0
54,site_CHHATTISGARH_6887,54,2078,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,,1495.71,1.0,-125000000.0,0,468.0
55,site_WEST_BENGAL_001,55,2079,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27469486.42540181,0,1540.71
55,site_CHHATTISGARH_101,55,2079,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,97456.09278773413,1495.71,1.0,62984898.2077847,0,468.0
55,site_PUNJAB_416,55,2079,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,97272.04363214751,1495.71,1.0,62865949.079020634,0,468.0
55,site_PUNJAB_920,55,2079,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97170.42809613576,1495.71,1.0,62800275.97425158,0,468.0
55,site_PUNJAB_1100,55,2079,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,95501.12317797031,1495.71,1.0,61721420.89869042,0,468.0
55,site_CHHATTISGARH_1433,55,2079,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,95623.2119062929,1495.71,1.0,61800325.62291804,0,468.0
55,site_CHHATTISGARH_2315,55,2079,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,96326.14318372792,1495.71,1.0,62254623.078211516,0,468.0
55,site_PUNJAB_2918,55,2079,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,97216.22330923649,1495.71,1.0,62829872.962526456,0,468.0
55,site_PUNJAB_3026,55,2079,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,96927.35622557062,1495.71,1.0,62643181.05502403,0,468.0
55,site_CHHATTISGARH_3071,55,2079,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,95259.44285808917,1495.71,1.0,61565225.32475443,0,468.0
55,site_ODISHA_3414,55,2079,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27477410.684957724,0,468.0
55,site_HARYANA_3513,55,2079,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27299318.395911787,0,468.0
55,site_HARYANA_3567,55,2079,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27418089.724564,0,468.0
55,site_HARYANA_4233,55,2079,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27688081.112144653,0,468.0
55,site_PUNJAB_5222,55,2079,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27472563.90695881,0,468.0
55,site_ODISHA_5664,55,2079,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27636592.566143796,0,468.0
55,site_CHHATTISGARH_6131,55,2079,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27631981.97204484,0,468.0
55,site_CHHATTISGARH_6887,55,2079,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,,1495.71,1.0,-125000000.0,0,468.0
56,site_WEST_BENGAL_001,56,2080,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27320814.50460576,0,1540.71
56,site_CHHATTISGARH_101,56,2080,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27911078.050289888,0,468.0
56,site_PUNJAB_416,56,2080,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27935202.00101555,0,468.0
56,site_PUNJAB_920,56,2080,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27479550.923333652,0,468.0
56,site_PUNJAB_1100,56,2080,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27763963.70859795,0,468.0
56,site_CHHATTISGARH_1433,56,2080,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27840536.521442074,0,468.0
56,site_CHHATTISGARH_2315,56,2080,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27329119.36598002,0,468.0
56,site_PUNJAB_2918,56,2080,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27338666.658252593,0,468.0
56,site_PUNJAB_3026,56,2080,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27565578.774217583,0,468.0
56,site_CHHATTISGARH_3071,56,2080,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27323173.66245184,0,468.0
56,site_ODISHA_3414,56,2080,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27818045.194133263,0,468.0
56,site_HARYANA_3513,56,2080,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27693224.35549013,0,468.0
56,site_HARYANA_3567,56,2080,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27757811.613274284,0,468.0
56,site_HARYANA_4233,56,2080,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27487948.93247738,0,468.0
56,site_PUNJAB_5222,56,2080,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27547499.701982792,0,468.0
56,site_ODISHA_5664,56,2080,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27506226.794944555,0,468.0
56,site_CHHATTISGARH_6131,56,2080,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27913233.532311123,0,468.0
56,site_CHHATTISGARH_6887,56,2080,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,0.0,1495.71,1.0,-27465713.577447668,0,468.0
56,site_PUNJAB_7958,56,2080,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,,1495.71,1.0,,0,468.0
57,site_WEST_BENGAL_001,57,2081,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27921505.16063503,0,1540.71
57,site_CHHATTISGARH_101,57,2081,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27337035.20882124,0,468.0
57,site_PUNJAB_416,57,2081,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27857966.179554716,0,468.0
57,site_PUNJAB_920,57,2081,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27572533.004065156,0,468.0
57,site_PUNJAB_1100,57,2081,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27491481.04565451,0,468.0
57,site_CHHATTISGARH_1433,57,2081,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27950708.13478873,0,468.0
57,site_CHHATTISGARH_2315,57,2081,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27290159.962044384,0,468.0
57,site_PUNJAB_2918,57,2081,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27920496.585945103,0,468.0
57,site_PUNJAB_3026,57,2081,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27439595.677317355,0,468.0
57,site_CHHATTISGARH_3071,57,2081,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27337030.53144216,0,468.0
57,site_ODISHA_3414,57,2081,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27954781.758352038,0,468.0
57,site_HARYANA_3513,57,2081,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27733280.47674868,0,468.0
57,site_HARYANA_3567,57,2081,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27155534.047918603,0,468.0
57,site_HARYANA_4233,57,2081,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27854270.81451212,0,468.0
57,site_PUNJAB_5222,57,2081,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27303315.134067286,0,468.0
57,site_ODISHA_5664,57,2081,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27280388.97426604,0,468.0
57,site_CHHATTISGARH_6131,57,2081,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27339182.79013277,0,468.0
57,site_CHHATTISGARH_6887,57,2081,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,0.0,1495.71,1.0,-27158487.053146053,0,468.0
57,site_PUNJAB_7958,57,2081,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,,1495.71,1.0,-125000000.0,0,468.0
58,site_WEST_BENGAL_001,58,2082,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27803816.75231204,0,1540.71
58,site_CHHATTISGARH_101,58,2082,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27284057.95604159,0,468.0
58,site_PUNJAB_416,58,2082,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,0.0,1495.71,1.0,-27778959.991145886,0,468.0
58,site_PUNJAB_920,58,2082,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,0.0,1495.71,1.0,-27309170.178433817,0,468.0
58,site_PUNJAB_1100,58,2082,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,0.0,1495.71,1.0,-27629092.2353832,0,468.0
58,site_CHHATTISGARH_1433,58,2082,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,0.0,1495.71,1.0,-27957163.87269778,0,468.0
58,site_CHHATTISGARH_2315,58,2082,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,0.0,1495.71,1.0,-27691441.877453655,0,468.0
58,site_PUNJAB_2918,58,2082,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,0.0,1495.71,1.0,-27347803.220437028,0,468.0
58,site_PUNJAB_3026,58,2082,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,0.0,1495.71,1.0,-27935738.305066288,0,468.0
58,site_CHHATTISGARH_3071,58,2082,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,0.0,1495.71,1.0,-27606500.451798026,0,468.0
58,site_ODISHA_3414,58,2082,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,0.0,1495.71,1.0,-27326012.048052996,0,468.0
58,site_HARYANA_3513,58,2082,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,0.0,1495.71,1.0,-27579059.02878338,0,468.0
58,site_HARYANA_3567,58,2082,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,0.0,1495.71,1.0,-27856212.156341143,0,468.0
58,site_HARYANA_4233,58,2082,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,0.0,1495.71,1.0,-27993935.78474945,0,468.0
58,site_PUNJAB_5222,58,2082,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,0.0,1495.71,1.0,-27889304.430201072,0,468.0
58,site_ODISHA_5664,58,2082,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,0.0,1495.71,1.0,-27920045.510079227,0,468.0
58,site_CHHATTISGARH_6131,58,2082,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,0.0,1495.71,1.0,-27335695.798762906,0,468.0
58,site_CHHATTISGARH_6887,58,2082,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,0.0,1495.71,1.0,-27517283.672698356,0,468.0
