Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Annual_Load_Factor,Feedstock_Price,Available_Feedstock,Current_Supply,Max_Supply,Num_Owned_Sites,State_Spot_Price,Aggregator_Contracted_Capacity
7,agg_CHHATTISGARH,7,2031,FeedstockAggregator,agg_CHHATTISGARH,CHHATTISGARH,1.0,360.0,2666666.667,2666666.667,2666666.667,0,468.0,0.0
7,agg_ODISHA,7,2031,FeedstockAggregator,agg_ODISHA,ODISHA,1.0,360.0,2835982.5475461558,2835982.5475461558,3204666.667,0,468.0,0.0
7,agg_MADHYA_PRADESH,7,2031,FeedstockAggregator,agg_MADHYA_PRADESH,MADHYA_PRADESH,1.0,390.0,3265698.322951415,3265698.322951415,3333333.333,0,507.0,0.0
7,agg_TELANGANA,7,2031,FeedstockAggregator,agg_TELANGANA,TELANGANA,1.0,390.0,5698000.0,5698000.0,5698000.0,0,507.0,0.0
7,agg_ASSAM,7,2031,FeedstockAggregator,agg_ASSAM,ASSAM,1.0,480.0,1939244.2098059664,1939244.2098059664,2000000.0,0,624.0,0.0
7,agg_JHARKHAND,7,2031,FeedstockAggregator,agg_JHARKHAND,JHARKHAND,1.0,435.0,1475813.0032531642,1475813.0032531642,1666666.667,0,565.5,0.0
7,agg_RAJASTHAN,7,2031,FeedstockAggregator,agg_RAJASTHAN,RAJASTHAN,1.0,435.0,2333333.333,2333333.333,2333333.333,0,565.5,0.0
7,agg_KERALA,7,2031,FeedstockAggregator,agg_KERALA,KERALA,1.0,480.0,821658.7904797602,821658.7904797602,1000000.0,0,624.0,0.0
7,agg_GUJARAT,7,2031,FeedstockAggregator,agg_GUJARAT,GUJARAT,1.0,405.0,1583333.333,1583333.333,1583333.333,0,526.5,0.0
8,agg_PUNJAB,8,2032,FeedstockAggregator,agg_PUNJAB,PUNJAB,1.0,360.0,4787000.0,4787000.0,4787000.0,0,468.0,0.0
8,agg_HARYANA,8,2032,FeedstockAggregator,agg_HARYANA,HARYANA,1.0,360.0,3900000.0,4000000.0,4000000.0,0,450.0,66576.69053434116
8,agg_UTTAR_PRADESH,8,2032,FeedstockAggregator,agg_UTTAR_PRADESH,UTTAR_PRADESH,1.0,390.0,15795118.192566125,15795118.192566125,16500000.0,0,507.0,0.0
8,agg_BIHAR,8,2032,FeedstockAggregator,agg_BIHAR,BIHAR,1.0,390.0,2695584.0829422385,2795584.0829422385,3333333.333,0,507.0,66776.2871235995
8,agg_ANDHRA_PRADESH,8,2032,FeedstockAggregator,agg_ANDHRA_PRADESH,ANDHRA_PRADESH,1.0,405.0,2595113.984501522,2695113.984501522,3000000.0,0,526.5,67664.92874575802
8,agg_TAMIL_NADU,8,2032,FeedstockAggregator,agg_TAMIL_NADU,TAMIL_NADU,1.0,435.0,1154913.3330921428,1154913.3330921428,1333333.333,0,565.5,0.0
8,agg_MAHARASHTRA,8,2032,FeedstockAggregator,agg_MAHARASHTRA,MAHARASHTRA,1.0,435.0,10333333.333,10333333.333,10333333.333,0,565.5,0.0
8,agg_KARNATAKA,8,2032,FeedstockAggregator,agg_KARNATAKA,KARNATAKA,1.0,405.0,5666666.667,5666666.667,5666666.667,0,526.5,0.0
8,agg_WEST_BENGAL,8,2032,FeedstockAggregator,agg_WEST_BENGAL,WEST_BENGAL,1.0,405.0,5497000.0,5497000.0,5497000.0,0,526.5,0.0
8,agg_CHHATTISGARH,8,2032,FeedstockAggregator,agg_CHHATTISGARH,CHHATTISGARH,1.0,360.0,2666666.667,2666666.667,2666666.667,0,468.0,0.0
8,agg_ODISHA,8,2032,FeedstockAggregator,agg_ODISHA,ODISHA,1.0,360.0,3204666.667,3204666.667,3204666.667,0,468.0,0.0
