Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,Contracted_Production,Spot_Production,Curtailed_Volume,Take_Or_Pay_Penalty,SRMC,Opex,Transport_Cost,Profit_Margin,Max_Capacity,Is_Operational,Plant_ID,Design_Load_Factor,Annual_Load_Factor,NPV,Discount_Rate,ROACE,Feedstock_Price,Available_Feedstock,Current_Supply,Optimism_Factor,SAF_Demand,Consumer_Price_Forecast,EBIT,Raw_ROACE,Max_Supply,Cumulative_Allocated,Num_Owned_Sites,State_Spot_Price,Aggregator_Contracted_Capacity,Contract_Price,Initial_Contract_Price,Num_Contracts,Avg_Contract_Coverage
51,site_GUJARAT_001,51,2075,SAFProductionSite,site_GUJARAT_001,GUJARAT,inv_01,87307.51075899124,84495.30311561866,2812.2076433725742,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_GUJARAT_001,1.0,,,,,,,,,,,34395063.09658161,,,,0,495.00000000000006,86562.40829619016,450.0,450.0,,
51,site_PUNJAB_020,51,2075,SAFProductionSite,site_PUNJAB_020,PUNJAB,inv_02,90865.95829708775,83284.02181418985,7581.936482897901,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_020,1.0,,,,,,,,,,,37371742.21576545,,,,0,660.0,85109.34684683023,400.0,400.0,,
51,site_CHHATTISGARH_245,51,2075,SAFProductionSite,site_CHHATTISGARH_245,CHHATTISGARH,inv_06,0.0,0.0,0.0,77163.23420284623,23148970.260853868,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_245,1.0,,,,,,,,,,,-23148970.260853868,,,,0,660.0,80197.30664774435,400.0,400.0,,
51,site_HARYANA_525,51,2075,SAFProductionSite,site_HARYANA_525,HARYANA,inv_10,91539.0552226347,82554.8701028965,8984.185119738206,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_HARYANA_525,1.0,,,,,,,,,,,40236061.83268756,,,,0,445.50000000000006,86545.10098269311,405.0,405.0,,
51,site_ODISHA_624,51,2075,SAFProductionSite,site_ODISHA_624,ODISHA,inv_11,93763.78302060455,86960.01035886524,6803.7726617393055,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_ODISHA_624,1.0,,,,,,,,,,,41322535.72501619,,,,0,445.50000000000006,0.0,405.0,405.0,,
51,site_BIHAR_725,51,2075,SAFProductionSite,site_BIHAR_725,BIHAR,inv_12,92279.88028877162,83161.92552758816,9117.954761183457,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_BIHAR_725,1.0,,,,,,,,,,,38687849.04013392,,,,0,467.50000000000006,86458.07461765366,425.0,425.0,,
51,site_MADHYA_PRADESH_1615,51,2075,SAFProductionSite,site_MADHYA_PRADESH_1615,MADHYA_PRADESH,inv_19,91257.49743182486,79227.88705669568,12029.610375129181,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_MADHYA_PRADESH_1615,1.0,,,,,,,,,,,37628702.04731922,,,,0,473.00000000000006,82175.48493991613,430.0,430.0,,
51,site_UTTAR_PRADESH_2182,51,2075,SAFProductionSite,site_UTTAR_PRADESH_2182,UTTAR_PRADESH,inv_23,91858.03989053435,84142.67008964362,7715.369800890723,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_UTTAR_PRADESH_2182,1.0,,,,,,,,,,,38122900.25708023,,,,0,473.00000000000006,88418.01075474071,430.0,430.0,,
51,site_TELANGANA_2516,51,2075,SAFProductionSite,site_TELANGANA_2516,TELANGANA,inv_25,92628.11044552129,85689.18665394922,6938.923791572073,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_TELANGANA_2516,1.0,,,,,,,,,,,38022874.47215968,,,,0,478.50000000000006,89631.22631233465,435.0,435.0,,
51,site_KARNATAKA_3051,51,2075,SAFProductionSite,site_KARNATAKA_3051,KARNATAKA,inv_28,92263.95479875714,85762.88765957225,6501.067139184888,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_KARNATAKA_3051,1.0,,,,,,,,,,,36930565.72999753,,,,0,489.50000000000006,89372.55337479417,445.00000000000006,445.00000000000006,,
51,site_ANDHRA_PRADESH_3930,51,2075,SAFProductionSite,site_ANDHRA_PRADESH_3930,ANDHRA_PRADESH,inv_11,90165.62583504914,79184.35768916833,10981.268145880807,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_ANDHRA_PRADESH_3930,1.0,,,,,,,,,,,35334319.628269345,,,,0,495.00000000000006,81960.83413849205,450.0,450.0,,
51,site_WEST_BENGAL_4276,51,2075,SAFProductionSite,site_WEST_BENGAL_4276,WEST_BENGAL,inv_02,92481.54873279067,84965.96989801594,7515.578834774729,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_WEST_BENGAL_4276,1.0,,,,,,,,,,,36058140.499154925,,,,0,500.50000000000006,88781.33805457133,454.99999999999994,454.99999999999994,,
51,site_MAHARASHTRA_4310,51,2075,SAFProductionSite,site_MAHARASHTRA_4310,MAHARASHTRA,inv_10,90593.09054666985,78684.11374192963,11908.976804740218,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_MAHARASHTRA_4310,1.0,,,,,,,,,,,33668417.246178076,,,,0,517.0,82222.18557144729,470.00000000000006,470.00000000000006,,
51,site_TAMIL_NADU_4435,51,2075,SAFProductionSite,site_TAMIL_NADU_4435,TAMIL_NADU,inv_35,89699.71435338547,77259.59334796274,12440.121005422727,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_TAMIL_NADU_4435,1.0,,,,,,,,,,,32840600.735869393,,,,0,522.5,81299.19183205116,475.00000000000006,475.00000000000006,,
51,site_JHARKHAND_4876,51,2075,SAFProductionSite,site_JHARKHAND_4876,JHARKHAND,inv_37,90926.96869588124,79237.01154408629,11689.957151794952,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_JHARKHAND_4876,1.0,,,,,,,,,,,32883242.041701302,,,,0,528.0,82592.79794654396,480.0,480.0,,
51,site_RAJASTHAN_5813,51,2075,SAFProductionSite,site_RAJASTHAN_5813,RAJASTHAN,inv_41,93768.38555833469,87693.5246291778,6074.860929156886,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_RAJASTHAN_5813,1.0,,,,,,,,,,,33758970.23513794,,,,0,533.5,89742.42689939626,484.99999999999994,484.99999999999994,,
51,site_CHHATTISGARH_6311,51,2075,SAFProductionSite,site_CHHATTISGARH_6311,CHHATTISGARH,inv_43,83074.82910105184,77906.49136923751,5168.337731814332,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_6311,1.0,,,,,,,,,,,27174497.131396577,,,,0,660.0,81891.07885224825,492.5719050036115,492.5719050036115,,
51,site_PUNJAB_7112,51,2075,SAFProductionSite,site_PUNJAB_7112,PUNJAB,inv_46,51415.69857328685,51415.69857328685,0.0,27450.329696350032,8235098.90890501,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_7112,1.0,,,,,,,,,,,8113774.986839642,,,,0,660.0,80584.46574920612,501.1922698217161,501.1922698217161,,
51,site_HARYANA_8697,51,2075,SAFProductionSite,site_HARYANA_8697,HARYANA,inv_23,0.0,0.0,0.0,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,False,site_HARYANA_8697,1.0,,,,,,,,,,,,,,,0,445.50000000000006,80548.00324073785,511.79298437821285,511.79298437821285,,
52,site_GUJARAT_001,52,2076,SAFProductionSite,site_GUJARAT_001,GUJARAT,inv_01,86524.15564991602,82673.96587417445,3850.189775741572,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_GUJARAT_001,1.0,,,,,,,,,,,34086457.9357032,,,,0,495.00000000000006,86562.40829619016,450.0,450.0,,
52,site_PUNJAB_020,52,2076,SAFProductionSite,site_PUNJAB_020,PUNJAB,inv_02,93290.06021005186,83111.30580116638,10178.754408885477,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_020,1.0,,,,,,,,,,,38368737.27853519,,,,0,660.0,85109.34684683023,400.0,400.0,,
52,site_CHHATTISGARH_245,52,2076,SAFProductionSite,site_CHHATTISGARH_245,CHHATTISGARH,inv_06,4911.117180067202,4911.117180067202,0.0,72162.22699304843,21648668.097914528,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_245,1.0,,,,,,,,,,,-19691524.070472337,,,,0,660.0,80197.30664774435,400.0,400.0,,
52,site_HARYANA_525,52,2076,SAFProductionSite,site_HARYANA_525,HARYANA,inv_10,91417.16407330349,82444.94207299431,8972.222000309179,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_HARYANA_525,1.0,,,,,,,,,,,37476465.32032211,,,,0,665.5,86545.10098269311,405.0,405.0,,
52,site_ODISHA_624,52,2076,SAFProductionSite,site_ODISHA_624,ODISHA,inv_11,92425.44322336337,85345.5042006685,7079.939022694874,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_ODISHA_624,1.0,,,,,,,,,,,40732717.435884684,,,,0,445.50000000000006,89404.74534625192,405.0,405.0,,
52,site_BIHAR_725,52,2076,SAFProductionSite,site_BIHAR_725,BIHAR,inv_12,91681.40973929127,82622.58842495437,9058.821314336892,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_BIHAR_725,1.0,,,,,,,,,,,38436943.44510272,,,,0,467.50000000000006,0.0,425.0,425.0,,
52,site_MADHYA_PRADESH_1615,52,2076,SAFProductionSite,site_MADHYA_PRADESH_1615,MADHYA_PRADESH,inv_19,90517.92553498583,78585.80590871282,11932.119626273008,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_MADHYA_PRADESH_1615,1.0,,,,,,,,,,,37323750.33012454,,,,0,473.00000000000006,82175.48493991613,430.0,430.0,,
52,site_UTTAR_PRADESH_2182,52,2076,SAFProductionSite,site_UTTAR_PRADESH_2182,UTTAR_PRADESH,inv_23,91858.03989053435,85125.03821530925,6733.001675225096,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_UTTAR_PRADESH_2182,1.0,,,,,,,,,,,38122900.25708023,,,,0,473.00000000000006,88418.01075474071,430.0,430.0,,
52,site_TELANGANA_2516,52,2076,SAFProductionSite,site_TELANGANA_2516,TELANGANA,inv_25,92628.11044552129,86377.5469667446,6250.56347877669,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_TELANGANA_2516,1.0,,,,,,,,,,,38022874.47215968,,,,0,478.50000000000006,89631.22631233465,435.0,435.0,,
52,site_KARNATAKA_3051,52,2076,SAFProductionSite,site_KARNATAKA_3051,KARNATAKA,inv_28,92901.6381330244,86815.29128040164,6086.346852622766,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_KARNATAKA_3051,1.0,,,,,,,,,,,37185811.73958434,,,,0,489.50000000000006,89372.55337479417,445.00000000000006,445.00000000000006,,
52,site_ANDHRA_PRADESH_3930,52,2076,SAFProductionSite,site_ANDHRA_PRADESH_3930,ANDHRA_PRADESH,inv_11,90493.20876061717,78412.47570336203,12080.733057255144,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_ANDHRA_PRADESH_3930,1.0,,,,,,,,,,,35462693.603269085,,,,0,495.00000000000006,0.0,450.0,450.0,,
52,site_WEST_BENGAL_4276,52,2076,SAFProductionSite,site_WEST_BENGAL_4276,WEST_BENGAL,inv_02,92481.54873279067,86006.69004504479,6474.858687745887,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_WEST_BENGAL_4276,1.0,,,,,,,,,,,36058140.499154925,,,,0,500.50000000000006,88781.33805457133,454.99999999999994,454.99999999999994,,
52,site_MAHARASHTRA_4310,52,2076,SAFProductionSite,site_MAHARASHTRA_4310,MAHARASHTRA,inv_10,90487.12775825473,78592.080364486,11895.047393768735,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_MAHARASHTRA_4310,1.0,,,,,,,,,,,33629036.76637106,,,,0,517.0,82222.18557144729,470.00000000000006,470.00000000000006,,
52,site_TAMIL_NADU_4435,52,2076,SAFProductionSite,site_TAMIL_NADU_4435,TAMIL_NADU,inv_35,89699.71435338547,78855.99620275044,10843.718150635032,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_TAMIL_NADU_4435,1.0,,,,,,,,,,,32840600.735869393,,,,0,522.5,81299.19183205116,475.00000000000006,475.00000000000006,,
52,site_JHARKHAND_4876,52,2076,SAFProductionSite,site_JHARKHAND_4876,JHARKHAND,inv_37,90926.96869588124,80491.24047748848,10435.72821839276,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_JHARKHAND_4876,1.0,,,,,,,,,,,32883242.041701302,,,,0,528.0,82592.79794654396,480.0,480.0,,
52,site_RAJASTHAN_5813,52,2076,SAFProductionSite,site_RAJASTHAN_5813,RAJASTHAN,inv_41,92140.81848076628,85314.77427053153,6826.044210234744,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_RAJASTHAN_5813,1.0,,,,,,,,,,,33173005.272638485,,,,0,533.5,89742.42689939626,484.99999999999994,484.99999999999994,,
52,site_CHHATTISGARH_6311,52,2076,SAFProductionSite,site_CHHATTISGARH_6311,CHHATTISGARH,inv_43,83074.82910105184,78023.15124753039,5051.677853521454,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_6311,1.0,,,,,,,,,,,27174497.131396577,,,,0,660.0,81891.07885224825,492.5719050036115,492.5719050036115,,
52,site_PUNJAB_7112,52,2076,SAFProductionSite,site_PUNJAB_7112,PUNJAB,inv_46,82756.94017915562,77178.46618989867,5578.473989256949,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_7112,1.0,,,,,,,,,,,26314585.16620533,,,,0,660.0,80584.46574920612,501.1922698217161,501.1922698217161,,
52,site_HARYANA_8697,52,2076,SAFProductionSite,site_HARYANA_8697,HARYANA,inv_23,0.0,0.0,0.0,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,False,site_HARYANA_8697,1.0,,,,,,,,,,,-125000000.0,,,,0,665.5,80548.00324073785,511.79298437821285,511.79298437821285,,
52,site_ASSAM_8961,52,2076,SAFProductionSite,site_ASSAM_8961,ASSAM,inv_12,0.0,0.0,0.0,0.0,0.0,1615.71,285.71,600.0,250.0,100000.0,False,site_ASSAM_8961,1.0,,,,,,,,,,,,,,,0,572.0,81976.2481996464,520.0,520.0,,
53,site_GUJARAT_001,53,2077,SAFProductionSite,site_GUJARAT_001,GUJARAT,inv_01,86524.15564991602,84773.11082881241,1751.0448211036128,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_GUJARAT_001,1.0,,,,,,,,,,,34086457.9357032,,,,0,495.00000000000006,86562.40829619016,450.0,450.0,,
53,site_PUNJAB_020,53,2077,SAFProductionSite,site_PUNJAB_020,PUNJAB,inv_02,93056.66364846904,82903.37482803833,10153.28882043071,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_020,1.0,,,,,,,,,,,38272744.93666169,,,,0,660.0,85109.34684683023,400.0,400.0,,
53,site_CHHATTISGARH_245,53,2077,SAFProductionSite,site_CHHATTISGARH_245,CHHATTISGARH,inv_06,43448.707609839956,43448.707609839956,0.0,33900.107354269145,10170032.206280744,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_245,1.0,,,,,,,,,,,7144842.491438599,,,,0,660.0,80197.30664774435,400.0,400.0,,
53,site_HARYANA_525,53,2077,SAFProductionSite,site_HARYANA_525,HARYANA,inv_10,91417.16407330349,83805.37475907255,7611.789314230933,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_HARYANA_525,1.0,,,,,,,,,,,37476465.32032211,,,,0,665.5,86545.10098269311,405.0,405.0,,
53,site_ODISHA_624,53,2077,SAFProductionSite,site_ODISHA_624,ODISHA,inv_11,92425.44322336337,85605.76402830085,6819.679195062519,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_ODISHA_624,1.0,,,,,,,,,,,40732717.435884684,,,,0,445.50000000000006,89404.74534625192,405.0,405.0,,
53,site_BIHAR_725,53,2077,SAFProductionSite,site_BIHAR_725,BIHAR,inv_12,91681.40973929127,82623.74399995166,9057.665739339602,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_BIHAR_725,1.0,,,,,,,,,,,38436943.44510272,,,,0,467.50000000000006,86458.07461765366,425.0,425.0,,
53,site_MADHYA_PRADESH_1615,53,2077,SAFProductionSite,site_MADHYA_PRADESH_1615,MADHYA_PRADESH,inv_19,90517.92553498583,80423.46288411052,10094.462650875314,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_MADHYA_PRADESH_1615,1.0,,,,,,,,,,,37323750.33012454,,,,0,473.00000000000006,82175.48493991613,430.0,430.0,,
53,site_UTTAR_PRADESH_2182,53,2077,SAFProductionSite,site_UTTAR_PRADESH_2182,UTTAR_PRADESH,inv_23,88470.22977310214,85942.26505896277,2527.9647141393652,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_UTTAR_PRADESH_2182,1.0,,,,,,,,,,,36716892.167307094,,,,0,473.00000000000006,88418.01075474071,430.0,430.0,,
53,site_TELANGANA_2516,53,2077,SAFProductionSite,site_TELANGANA_2516,TELANGANA,inv_25,92783.94828532316,85833.35042538213,6950.59785994103,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_TELANGANA_2516,1.0,,,,,,,,,,,38086844.28210506,,,,0,478.50000000000006,89631.22631233465,435.0,435.0,,
53,site_KARNATAKA_3051,53,2077,SAFProductionSite,site_KARNATAKA_3051,KARNATAKA,inv_28,94008.40601418033,86784.60924989432,7223.796764286017,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_KARNATAKA_3051,1.0,,,,,,,,,,,37628818.58957285,,,,0,489.50000000000006,89372.55337479417,445.00000000000006,445.00000000000006,,
53,site_ANDHRA_PRADESH_3930,53,2077,SAFProductionSite,site_ANDHRA_PRADESH_3930,ANDHRA_PRADESH,inv_11,90493.20876061717,80235.50667232418,10257.702088292994,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_ANDHRA_PRADESH_3930,1.0,,,,,,,,,,,35462693.603269085,,,,0,495.00000000000006,81960.83413849205,450.0,450.0,,
53,site_WEST_BENGAL_4276,53,2077,SAFProductionSite,site_WEST_BENGAL_4276,WEST_BENGAL,inv_02,92046.01083097499,84565.8262935653,7480.184537409688,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_WEST_BENGAL_4276,1.0,,,,,,,,,,,35888326.22731836,,,,0,500.50000000000006,88781.33805457133,454.99999999999994,454.99999999999994,,
53,site_MAHARASHTRA_4310,53,2077,SAFProductionSite,site_MAHARASHTRA_4310,MAHARASHTRA,inv_10,90487.12775825473,79081.80310278703,11405.324655467703,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_MAHARASHTRA_4310,1.0,,,,,,,,,,,33629036.76637106,,,,0,517.0,82222.18557144729,470.00000000000006,470.00000000000006,,
53,site_TAMIL_NADU_4435,53,2077,SAFProductionSite,site_TAMIL_NADU_4435,TAMIL_NADU,inv_35,91553.16547656771,79218.37912837081,12334.786348196896,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_TAMIL_NADU_4435,1.0,,,,,,,,,,,33519180.915958673,,,,0,522.5,81299.19183205116,475.00000000000006,475.00000000000006,,
53,site_JHARKHAND_4876,53,2077,SAFProductionSite,site_JHARKHAND_4876,JHARKHAND,inv_37,91948.53517046345,80127.2410953458,11821.29407511765,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_JHARKHAND_4876,1.0,,,,,,,,,,,33252685.98256032,,,,0,528.0,82592.79794654396,480.0,480.0,,
53,site_RAJASTHAN_5813,53,2077,SAFProductionSite,site_RAJASTHAN_5813,RAJASTHAN,inv_41,92140.81848076628,87715.94095658185,4424.877524184427,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_RAJASTHAN_5813,1.0,,,,,,,,,,,33173005.272638485,,,,0,533.5,89742.42689939626,484.99999999999994,484.99999999999994,,
53,site_CHHATTISGARH_6311,53,2077,SAFProductionSite,site_CHHATTISGARH_6311,CHHATTISGARH,inv_43,83199.22822725812,78673.26038156434,4525.967845693784,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_6311,1.0,,,,,,,,,,,27215189.16452889,,,,0,660.0,81891.07885224825,492.5719050036115,492.5719050036115,,
53,site_PUNJAB_7112,53,2077,SAFProductionSite,site_PUNJAB_7112,PUNJAB,inv_46,82709.85320180413,77134.55324819687,5575.29995360726,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_7112,1.0,,,,,,,,,,,26299612.714673728,,,,0,660.0,80584.46574920612,501.1922698217161,501.1922698217161,,
53,site_HARYANA_8697,53,2077,SAFProductionSite,site_HARYANA_8697,HARYANA,inv_23,0.0,0.0,0.0,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,False,site_HARYANA_8697,1.0,,,,,,,,,,,-125000000.0,,,,0,665.5,80548.00324073785,511.79298437821285,511.79298437821285,,
53,site_ASSAM_8961,53,2077,SAFProductionSite,site_ASSAM_8961,ASSAM,inv_12,0.0,0.0,0.0,0.0,0.0,1615.71,285.71,600.0,250.0,100000.0,False,site_ASSAM_8961,1.0,,,,,,,,,,,-125000000.0,,,,0,572.0,81976.2481996464,520.0,520.0,,
54,site_GUJARAT_001,54,2078,SAFProductionSite,site_GUJARAT_001,GUJARAT,inv_01,87855.87142078312,83946.4223733772,3909.4490474059276,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_GUJARAT_001,1.0,,,,,,,,,,,34611091.47029255,,,,0,495.00000000000006,86562.40829619016,450.0,450.0,,
54,site_PUNJAB_020,54,2078,SAFProductionSite,site_PUNJAB_020,PUNJAB,inv_02,91008.06698640116,81078.29782346773,9929.76916293343,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_PUNJAB_020,1.0,,,,,,,,,,,37430189.28882967,,,,0,660.0,85109.34684683023,400.0,400.0,,
54,site_CHHATTISGARH_245,54,2078,SAFProductionSite,site_CHHATTISGARH_245,CHHATTISGARH,inv_06,68883.710559473,68883.710559473,0.0,8447.413897989856,2534224.169396957,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_245,1.0,,,,,,,,,,,24916829.78971147,,,,0,660.0,80197.30664774435,400.0,400.0,,
54,site_HARYANA_525,54,2078,SAFProductionSite,site_HARYANA_525,HARYANA,inv_10,92894.69516756326,83777.45951336926,9117.235654193995,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_HARYANA_525,1.0,,,,,,,,,,,38082179.174772054,,,,0,665.5,86545.10098269311,405.0,405.0,,
54,site_ODISHA_624,54,2078,SAFProductionSite,site_ODISHA_624,ODISHA,inv_11,92707.29321824532,87466.88892057986,5240.40429766546,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_ODISHA_624,1.0,,,,,,,,,,,40856931.24325682,,,,0,445.50000000000006,89404.74534625192,405.0,405.0,,
54,site_BIHAR_725,54,2078,SAFProductionSite,site_BIHAR_725,BIHAR,inv_12,86506.15029111247,83563.57188294089,2942.578408171583,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_BIHAR_725,1.0,,,,,,,,,,,36267243.44497138,,,,0,467.50000000000006,86458.07461765366,425.0,425.0,,
54,site_MADHYA_PRADESH_1615,54,2078,SAFProductionSite,site_MADHYA_PRADESH_1615,MADHYA_PRADESH,inv_19,91145.96792425554,79131.05942633258,12014.908497922966,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_MADHYA_PRADESH_1615,1.0,,,,,,,,,,,37582714.47667666,,,,0,473.00000000000006,82175.48493991613,430.0,430.0,,
54,site_UTTAR_PRADESH_2182,54,2078,SAFProductionSite,site_UTTAR_PRADESH_2182,UTTAR_PRADESH,inv_23,88977.05265338982,85612.69736532538,3364.355288064442,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_UTTAR_PRADESH_2182,1.0,,,,,,,,,,,36927233.66965397,,,,0,473.00000000000006,88418.01075474071,430.0,430.0,,
54,site_TELANGANA_2516,54,2078,SAFProductionSite,site_TELANGANA_2516,TELANGANA,inv_25,92783.94828532316,86115.2786348828,6668.669650440366,0.0,0.0,1525.71,285.71,600.0,250.0,100000.0,True,site_TELANGANA_2516,1.0,,,,,,,,,,,38086844.28210506,,,,0,478.50000000000006,89631.22631233465,435.0,435.0,,
54,site_KARNATAKA_3051,54,2078,SAFProductionSite,site_KARNATAKA_3051,KARNATAKA,inv_28,93381.88192237166,86206.22854120472,7175.653381166936,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_KARNATAKA_3051,1.0,,,,,,,,,,,37378039.29873891,,,,0,489.50000000000006,89372.55337479417,445.00000000000006,445.00000000000006,,
54,site_ANDHRA_PRADESH_3930,54,2078,SAFProductionSite,site_ANDHRA_PRADESH_3930,ANDHRA_PRADESH,inv_11,92002.57430365858,79720.34278634177,12282.231517316803,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_ANDHRA_PRADESH_3930,1.0,,,,,,,,,,,36054187.35756621,,,,0,495.00000000000006,81960.83413849205,450.0,450.0,,
54,site_WEST_BENGAL_4276,54,2078,SAFProductionSite,site_WEST_BENGAL_4276,WEST_BENGAL,inv_02,92046.01083097499,84643.65836838882,7402.3524625861755,0.0,0.0,1540.71,285.71,600.0,250.0,100000.0,True,site_WEST_BENGAL_4276,1.0,,,,,,,,,,,35888326.22731836,,,,0,500.50000000000006,0.0,454.99999999999994,454.99999999999994,,
54,site_MAHARASHTRA_4310,54,2078,SAFProductionSite,site_MAHARASHTRA_4310,MAHARASHTRA,inv_10,91050.97088063112,79618.25831583029,11432.712564800837,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_MAHARASHTRA_4310,1.0,,,,,,,,,,,33838585.92062779,,,,0,517.0,0.0,470.00000000000006,470.00000000000006,,
54,site_TAMIL_NADU_4435,54,2078,SAFProductionSite,site_TAMIL_NADU_4435,TAMIL_NADU,inv_35,91546.40456701905,78850.17293869483,12696.231628324225,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_TAMIL_NADU_4435,1.0,,,,,,,,,,,33516705.631252363,,,,0,522.5,0.0,475.00000000000006,475.00000000000006,,
54,site_JHARKHAND_4876,54,2078,SAFProductionSite,site_JHARKHAND_4876,JHARKHAND,inv_37,90170.05611846581,78577.41086131056,11592.64525715525,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_JHARKHAND_4876,1.0,,,,,,,,,,,32609508.73854007,,,,0,528.0,82592.79794654396,480.0,480.0,,
54,site_RAJASTHAN_5813,54,2078,SAFProductionSite,site_RAJASTHAN_5813,RAJASTHAN,inv_41,94734.10277007191,87926.08593138547,6808.016838686439,0.0,0.0,1570.71,285.71,600.0,250.0,100000.0,True,site_RAJASTHAN_5813,1.0,,,,,,,,,,,34106652.64869848,,,,0,533.5,89742.42689939626,484.99999999999994,484.99999999999994,,
54,site_CHHATTISGARH_6311,54,2078,SAFProductionSite,site_CHHATTISGARH_6311,CHHATTISGARH,inv_43,83861.42024593412,78644.14628713507,5217.273958799051,0.0,0.0,1495.71,285.71,600.0,250.0,100000.0,True,site_CHHATTISGARH_6311,1.0,,,,,,,,,,,27431797.91722408,,,,0,660.0,81891.07885224825,492.5719050036115,492.5719050036115,,
